stationid,date,year,month,day,variable,value,station_name,latitude,spei_date
USH00294426,1912-08-31,1912,8,31,spei12mo,0.6379334446284952,JORNADA EXP RANGE,32.6169,Aug 1912
USH00294426,1912-09-30,1912,9,30,spei12mo,0.6291086529292039,JORNADA EXP RANGE,32.6169,Sep 1912
USH00294426,1912-10-31,1912,10,31,spei12mo,0.7226221992072838,JORNADA EXP RANGE,32.6169,Oct 1912
USH00294426,1912-11-30,1912,11,30,spei12mo,0.6829756524201515,JORNADA EXP RANGE,32.6169,Nov 1912
USH00294426,1912-12-31,1912,12,31,spei12mo,0.7438766174966716,JORNADA EXP RANGE,32.6169,Dec 1912
USH00294426,1913-01-31,1913,1,31,spei12mo,0.869439518601389,JORNADA EXP RANGE,32.6169,Jan 1913
USH00294426,1913-02-28,1913,2,28,spei12mo,1.01708789309782,JORNADA EXP RANGE,32.6169,Feb 1913
USH00294426,1913-03-31,1913,3,31,spei12mo,1.026913163393156,JORNADA EXP RANGE,32.6169,Mar 1913
USH00294426,1913-04-30,1913,4,30,spei12mo,0.9430415628939756,JORNADA EXP RANGE,32.6169,Apr 1913
USH00294426,1913-05-31,1913,5,31,spei12mo,0.935103961490924,JORNADA EXP RANGE,32.6169,May 1913
USH00294426,1913-06-30,1913,6,30,spei12mo,1.0341040944022062,JORNADA EXP RANGE,32.6169,Jun 1913
USH00294426,1913-07-31,1913,7,31,spei12mo,1.0303489986183196,JORNADA EXP RANGE,32.6169,Jul 1913
USH00294426,1913-08-31,1913,8,31,spei12mo,0.45897456123776303,JORNADA EXP RANGE,32.6169,Aug 1913
USH00294426,1913-09-30,1913,9,30,spei12mo,0.5659908559946563,JORNADA EXP RANGE,32.6169,Sep 1913
USH00294426,1913-10-31,1913,10,31,spei12mo,0.3091393657761697,JORNADA EXP RANGE,32.6169,Oct 1913
USH00294426,1913-11-30,1913,11,30,spei12mo,0.47640909156889066,JORNADA EXP RANGE,32.6169,Nov 1913
USH00294426,1913-12-31,1913,12,31,spei12mo,0.5704518273525677,JORNADA EXP RANGE,32.6169,Dec 1913
USH00294426,1914-01-31,1914,1,31,spei12mo,0.4263408182270808,JORNADA EXP RANGE,32.6169,Jan 1914
USH00294426,1914-02-28,1914,2,28,spei12mo,0.2078649852937707,JORNADA EXP RANGE,32.6169,Feb 1914
USH00294426,1914-03-31,1914,3,31,spei12mo,0.14766355247769966,JORNADA EXP RANGE,32.6169,Mar 1914
USH00294426,1914-04-30,1914,4,30,spei12mo,-0.0908356091637731,JORNADA EXP RANGE,32.6169,Apr 1914
USH00294426,1914-05-31,1914,5,31,spei12mo,-0.04855167722269572,JORNADA EXP RANGE,32.6169,May 1914
USH00294426,1914-06-30,1914,6,30,spei12mo,0.37653872931711563,JORNADA EXP RANGE,32.6169,Jun 1914
USH00294426,1914-07-31,1914,7,31,spei12mo,1.0176042951102107,JORNADA EXP RANGE,32.6169,Jul 1914
USH00294426,1914-08-31,1914,8,31,spei12mo,0.7883312855902557,JORNADA EXP RANGE,32.6169,Aug 1914
USH00294426,1914-09-30,1914,9,30,spei12mo,0.4493982948708788,JORNADA EXP RANGE,32.6169,Sep 1914
USH00294426,1914-10-31,1914,10,31,spei12mo,0.5753699783177229,JORNADA EXP RANGE,32.6169,Oct 1914
USH00294426,1914-11-30,1914,11,30,spei12mo,0.32064689733618484,JORNADA EXP RANGE,32.6169,Nov 1914
USH00294426,1914-12-31,1914,12,31,spei12mo,0.9166273860783846,JORNADA EXP RANGE,32.6169,Dec 1914
USH00294426,1915-01-31,1915,1,31,spei12mo,1.0818216187596215,JORNADA EXP RANGE,32.6169,Jan 1915
USH00294426,1915-02-28,1915,2,28,spei12mo,1.2978975832016255,JORNADA EXP RANGE,32.6169,Feb 1915
USH00294426,1915-03-31,1915,3,31,spei12mo,1.5139934669520028,JORNADA EXP RANGE,32.6169,Mar 1915
USH00294426,1915-04-30,1915,4,30,spei12mo,1.5651579313569977,JORNADA EXP RANGE,32.6169,Apr 1915
USH00294426,1915-05-31,1915,5,31,spei12mo,1.5878686345121047,JORNADA EXP RANGE,32.6169,May 1915
USH00294426,1915-06-30,1915,6,30,spei12mo,1.164061156381073,JORNADA EXP RANGE,32.6169,Jun 1915
USH00294426,1915-07-31,1915,7,31,spei12mo,0.7154717441670034,JORNADA EXP RANGE,32.6169,Jul 1915
USH00294426,1915-08-31,1915,8,31,spei12mo,1.2705965668652888,JORNADA EXP RANGE,32.6169,Aug 1915
USH00294426,1915-09-30,1915,9,30,spei12mo,1.4681806685083878,JORNADA EXP RANGE,32.6169,Sep 1915
USH00294426,1915-10-31,1915,10,31,spei12mo,1.3952671194102666,JORNADA EXP RANGE,32.6169,Oct 1915
USH00294426,1915-11-30,1915,11,30,spei12mo,1.3939893539617851,JORNADA EXP RANGE,32.6169,Nov 1915
USH00294426,1915-12-31,1915,12,31,spei12mo,0.6860257649200213,JORNADA EXP RANGE,32.6169,Dec 1915
USH00294426,1916-01-31,1916,1,31,spei12mo,0.4894639251351518,JORNADA EXP RANGE,32.6169,Jan 1916
USH00294426,1916-02-29,1916,2,29,spei12mo,0.21484687143593031,JORNADA EXP RANGE,32.6169,Feb 1916
USH00294426,1916-03-31,1916,3,31,spei12mo,-0.06765082486064714,JORNADA EXP RANGE,32.6169,Mar 1916
USH00294426,1916-04-30,1916,4,30,spei12mo,-0.11738890863451008,JORNADA EXP RANGE,32.6169,Apr 1916
USH00294426,1916-05-31,1916,5,31,spei12mo,0.23233663183427372,JORNADA EXP RANGE,32.6169,May 1916
USH00294426,1916-06-30,1916,6,30,spei12mo,-0.015226070071304713,JORNADA EXP RANGE,32.6169,Jun 1916
USH00294426,1916-07-31,1916,7,31,spei12mo,-0.06951889753362665,JORNADA EXP RANGE,32.6169,Jul 1916
USH00294426,1916-08-31,1916,8,31,spei12mo,-0.4610038002936541,JORNADA EXP RANGE,32.6169,Aug 1916
USH00294426,1916-09-30,1916,9,30,spei12mo,-0.6622241378718099,JORNADA EXP RANGE,32.6169,Sep 1916
USH00294426,1916-10-31,1916,10,31,spei12mo,-0.0027771701141793307,JORNADA EXP RANGE,32.6169,Oct 1916
USH00294426,1916-11-30,1916,11,30,spei12mo,0.0915113249615149,JORNADA EXP RANGE,32.6169,Nov 1916
USH00294426,1916-12-31,1916,12,31,spei12mo,0.12988008540820564,JORNADA EXP RANGE,32.6169,Dec 1916
USH00294426,1917-01-31,1917,1,31,spei12mo,0.30299054894235566,JORNADA EXP RANGE,32.6169,Jan 1917
USH00294426,1917-02-28,1917,2,28,spei12mo,0.24621167736950844,JORNADA EXP RANGE,32.6169,Feb 1917
USH00294426,1917-03-31,1917,3,31,spei12mo,0.22586558707066728,JORNADA EXP RANGE,32.6169,Mar 1917
USH00294426,1917-04-30,1917,4,30,spei12mo,0.25418693089619554,JORNADA EXP RANGE,32.6169,Apr 1917
USH00294426,1917-05-31,1917,5,31,spei12mo,0.14569690139812763,JORNADA EXP RANGE,32.6169,May 1917
USH00294426,1917-06-30,1917,6,30,spei12mo,0.43337607971897096,JORNADA EXP RANGE,32.6169,Jun 1917
USH00294426,1917-07-31,1917,7,31,spei12mo,0.10227090967997737,JORNADA EXP RANGE,32.6169,Jul 1917
USH00294426,1917-08-31,1917,8,31,spei12mo,0.2513281553085522,JORNADA EXP RANGE,32.6169,Aug 1917
USH00294426,1917-09-30,1917,9,30,spei12mo,0.13609196545968727,JORNADA EXP RANGE,32.6169,Sep 1917
USH00294426,1917-10-31,1917,10,31,spei12mo,-0.5251753071745211,JORNADA EXP RANGE,32.6169,Oct 1917
USH00294426,1917-11-30,1917,11,30,spei12mo,-0.7066457615630334,JORNADA EXP RANGE,32.6169,Nov 1917
USH00294426,1917-12-31,1917,12,31,spei12mo,-0.8222336442013872,JORNADA EXP RANGE,32.6169,Dec 1917
USH00294426,1918-01-31,1918,1,31,spei12mo,-0.7002631495346638,JORNADA EXP RANGE,32.6169,Jan 1918
USH00294426,1918-02-28,1918,2,28,spei12mo,-0.7855748085598253,JORNADA EXP RANGE,32.6169,Feb 1918
USH00294426,1918-03-31,1918,3,31,spei12mo,-0.9843649054006154,JORNADA EXP RANGE,32.6169,Mar 1918
USH00294426,1918-04-30,1918,4,30,spei12mo,-1.0190175928309961,JORNADA EXP RANGE,32.6169,Apr 1918
USH00294426,1918-05-31,1918,5,31,spei12mo,-1.234799878620346,JORNADA EXP RANGE,32.6169,May 1918
USH00294426,1918-06-30,1918,6,30,spei12mo,-1.5979514905463823,JORNADA EXP RANGE,32.6169,Jun 1918
USH00294426,1918-07-31,1918,7,31,spei12mo,-1.298382647027282,JORNADA EXP RANGE,32.6169,Jul 1918
USH00294426,1918-08-31,1918,8,31,spei12mo,-1.063751182291096,JORNADA EXP RANGE,32.6169,Aug 1918
USH00294426,1918-09-30,1918,9,30,spei12mo,-1.0694182990859007,JORNADA EXP RANGE,32.6169,Sep 1918
USH00294426,1918-10-31,1918,10,31,spei12mo,-0.8370836467091681,JORNADA EXP RANGE,32.6169,Oct 1918
USH00294426,1918-11-30,1918,11,30,spei12mo,-0.31810641601559836,JORNADA EXP RANGE,32.6169,Nov 1918
USH00294426,1918-12-31,1918,12,31,spei12mo,0.015639048931333534,JORNADA EXP RANGE,32.6169,Dec 1918
USH00294426,1919-01-31,1919,1,31,spei12mo,-0.2030871122162426,JORNADA EXP RANGE,32.6169,Jan 1919
USH00294426,1919-02-28,1919,2,28,spei12mo,-0.06618115590150962,JORNADA EXP RANGE,32.6169,Feb 1919
USH00294426,1919-03-31,1919,3,31,spei12mo,0.511693760796561,JORNADA EXP RANGE,32.6169,Mar 1919
USH00294426,1919-04-30,1919,4,30,spei12mo,0.6446292537258711,JORNADA EXP RANGE,32.6169,Apr 1919
USH00294426,1919-05-31,1919,5,31,spei12mo,0.5638030552315135,JORNADA EXP RANGE,32.6169,May 1919
USH00294426,1919-06-30,1919,6,30,spei12mo,0.8372937023893987,JORNADA EXP RANGE,32.6169,Jun 1919
USH00294426,1919-07-31,1919,7,31,spei12mo,1.2575198313028864,JORNADA EXP RANGE,32.6169,Jul 1919
USH00294426,1919-08-31,1919,8,31,spei12mo,1.256131608208226,JORNADA EXP RANGE,32.6169,Aug 1919
USH00294426,1919-09-30,1919,9,30,spei12mo,1.7344238871194297,JORNADA EXP RANGE,32.6169,Sep 1919
USH00294426,1919-10-31,1919,10,31,spei12mo,1.6611036249239208,JORNADA EXP RANGE,32.6169,Oct 1919
USH00294426,1919-11-30,1919,11,30,spei12mo,1.4608661256045228,JORNADA EXP RANGE,32.6169,Nov 1919
USH00294426,1919-12-31,1919,12,31,spei12mo,1.347688630070098,JORNADA EXP RANGE,32.6169,Dec 1919
USH00294426,1920-01-31,1920,1,31,spei12mo,1.4389647820250635,JORNADA EXP RANGE,32.6169,Jan 1920
USH00294426,1920-02-29,1920,2,29,spei12mo,1.409143509290952,JORNADA EXP RANGE,32.6169,Feb 1920
USH00294426,1920-03-31,1920,3,31,spei12mo,1.1526976839346128,JORNADA EXP RANGE,32.6169,Mar 1920
USH00294426,1920-04-30,1920,4,30,spei12mo,1.0767691927919147,JORNADA EXP RANGE,32.6169,Apr 1920
USH00294426,1920-05-31,1920,5,31,spei12mo,1.1740676551962488,JORNADA EXP RANGE,32.6169,May 1920
USH00294426,1920-06-30,1920,6,30,spei12mo,1.4669905387680988,JORNADA EXP RANGE,32.6169,Jun 1920
USH00294426,1920-07-31,1920,7,31,spei12mo,1.0429159225432298,JORNADA EXP RANGE,32.6169,Jul 1920
USH00294426,1920-08-31,1920,8,31,spei12mo,1.3744015584740226,JORNADA EXP RANGE,32.6169,Aug 1920
USH00294426,1920-09-30,1920,9,30,spei12mo,1.0350359764162302,JORNADA EXP RANGE,32.6169,Sep 1920
USH00294426,1920-10-31,1920,10,31,spei12mo,1.3886092928336426,JORNADA EXP RANGE,32.6169,Oct 1920
USH00294426,1920-11-30,1920,11,30,spei12mo,1.3082871721300515,JORNADA EXP RANGE,32.6169,Nov 1920
USH00294426,1920-12-31,1920,12,31,spei12mo,1.2355599784212958,JORNADA EXP RANGE,32.6169,Dec 1920
USH00294426,1921-01-31,1921,1,31,spei12mo,1.1003110763286124,JORNADA EXP RANGE,32.6169,Jan 1921
USH00294426,1921-02-28,1921,2,28,spei12mo,1.1011171564863924,JORNADA EXP RANGE,32.6169,Feb 1921
USH00294426,1921-03-31,1921,3,31,spei12mo,0.9324801375027774,JORNADA EXP RANGE,32.6169,Mar 1921
USH00294426,1921-04-30,1921,4,30,spei12mo,0.9015560996738198,JORNADA EXP RANGE,32.6169,Apr 1921
USH00294426,1921-05-31,1921,5,31,spei12mo,0.7541201147433437,JORNADA EXP RANGE,32.6169,May 1921
USH00294426,1921-06-30,1921,6,30,spei12mo,0.6146776952369514,JORNADA EXP RANGE,32.6169,Jun 1921
USH00294426,1921-07-31,1921,7,31,spei12mo,0.7254086554391193,JORNADA EXP RANGE,32.6169,Jul 1921
USH00294426,1921-08-31,1921,8,31,spei12mo,0.11437188534937505,JORNADA EXP RANGE,32.6169,Aug 1921
USH00294426,1921-09-30,1921,9,30,spei12mo,-0.12789594205338978,JORNADA EXP RANGE,32.6169,Sep 1921
USH00294426,1921-10-31,1921,10,31,spei12mo,-0.7066750971560953,JORNADA EXP RANGE,32.6169,Oct 1921
USH00294426,1921-11-30,1921,11,30,spei12mo,-0.7159781253487224,JORNADA EXP RANGE,32.6169,Nov 1921
USH00294426,1921-12-31,1921,12,31,spei12mo,-0.7373734837262673,JORNADA EXP RANGE,32.6169,Dec 1921
USH00294426,1922-01-31,1922,1,31,spei12mo,-0.6367296171702803,JORNADA EXP RANGE,32.6169,Jan 1922
USH00294426,1922-02-28,1922,2,28,spei12mo,-0.7736880191718113,JORNADA EXP RANGE,32.6169,Feb 1922
USH00294426,1922-03-31,1922,3,31,spei12mo,-0.6681839359699933,JORNADA EXP RANGE,32.6169,Mar 1922
USH00294426,1922-04-30,1922,4,30,spei12mo,-0.6197035978218977,JORNADA EXP RANGE,32.6169,Apr 1922
USH00294426,1922-05-31,1922,5,31,spei12mo,-0.687601920512553,JORNADA EXP RANGE,32.6169,May 1922
USH00294426,1922-06-30,1922,6,30,spei12mo,-1.1450302664214473,JORNADA EXP RANGE,32.6169,Jun 1922
USH00294426,1922-07-31,1922,7,31,spei12mo,-1.5937498559914782,JORNADA EXP RANGE,32.6169,Jul 1922
USH00294426,1922-08-31,1922,8,31,spei12mo,-1.7506600818819222,JORNADA EXP RANGE,32.6169,Aug 1922
USH00294426,1922-09-30,1922,9,30,spei12mo,-1.6632376846628558,JORNADA EXP RANGE,32.6169,Sep 1922
USH00294426,1922-10-31,1922,10,31,spei12mo,-1.1733367495773126,JORNADA EXP RANGE,32.6169,Oct 1922
USH00294426,1922-11-30,1922,11,30,spei12mo,-1.086807043094575,JORNADA EXP RANGE,32.6169,Nov 1922
USH00294426,1922-12-31,1922,12,31,spei12mo,-1.037166460162258,JORNADA EXP RANGE,32.6169,Dec 1922
USH00294426,1923-01-31,1923,1,31,spei12mo,-1.060717175760126,JORNADA EXP RANGE,32.6169,Jan 1923
USH00294426,1923-02-28,1923,2,28,spei12mo,-0.6148584632321906,JORNADA EXP RANGE,32.6169,Feb 1923
USH00294426,1923-03-31,1923,3,31,spei12mo,-0.38597307709856565,JORNADA EXP RANGE,32.6169,Mar 1923
USH00294426,1923-04-30,1923,4,30,spei12mo,-0.3964935892327343,JORNADA EXP RANGE,32.6169,Apr 1923
USH00294426,1923-05-31,1923,5,31,spei12mo,-0.3630657248047561,JORNADA EXP RANGE,32.6169,May 1923
USH00294426,1923-06-30,1923,6,30,spei12mo,-0.20716978710922473,JORNADA EXP RANGE,32.6169,Jun 1923
USH00294426,1923-07-31,1923,7,31,spei12mo,-0.036174320622376736,JORNADA EXP RANGE,32.6169,Jul 1923
USH00294426,1923-08-31,1923,8,31,spei12mo,0.13458423653293086,JORNADA EXP RANGE,32.6169,Aug 1923
USH00294426,1923-09-30,1923,9,30,spei12mo,0.5599802576253422,JORNADA EXP RANGE,32.6169,Sep 1923
USH00294426,1923-10-31,1923,10,31,spei12mo,0.08470841764367369,JORNADA EXP RANGE,32.6169,Oct 1923
USH00294426,1923-11-30,1923,11,30,spei12mo,0.052460098742975234,JORNADA EXP RANGE,32.6169,Nov 1923
USH00294426,1923-12-31,1923,12,31,spei12mo,0.46993673900632466,JORNADA EXP RANGE,32.6169,Dec 1923
USH00294426,1924-01-31,1924,1,31,spei12mo,0.4645035021349783,JORNADA EXP RANGE,32.6169,Jan 1924
USH00294426,1924-02-29,1924,2,29,spei12mo,0.19371412909997882,JORNADA EXP RANGE,32.6169,Feb 1924
USH00294426,1924-03-31,1924,3,31,spei12mo,0.13817294272888472,JORNADA EXP RANGE,32.6169,Mar 1924
USH00294426,1924-04-30,1924,4,30,spei12mo,0.13185386040233718,JORNADA EXP RANGE,32.6169,Apr 1924
USH00294426,1924-05-31,1924,5,31,spei12mo,0.23213333802191075,JORNADA EXP RANGE,32.6169,May 1924
USH00294426,1924-06-30,1924,6,30,spei12mo,0.09773835521796756,JORNADA EXP RANGE,32.6169,Jun 1924
USH00294426,1924-07-31,1924,7,31,spei12mo,0.7426861625826107,JORNADA EXP RANGE,32.6169,Jul 1924
USH00294426,1924-08-31,1924,8,31,spei12mo,0.324236496974323,JORNADA EXP RANGE,32.6169,Aug 1924
USH00294426,1924-09-30,1924,9,30,spei12mo,-0.25822685884198215,JORNADA EXP RANGE,32.6169,Sep 1924
USH00294426,1924-10-31,1924,10,31,spei12mo,-0.2881021106928634,JORNADA EXP RANGE,32.6169,Oct 1924
USH00294426,1924-11-30,1924,11,30,spei12mo,-0.48911894035045644,JORNADA EXP RANGE,32.6169,Nov 1924
USH00294426,1924-12-31,1924,12,31,spei12mo,-0.7684939300360367,JORNADA EXP RANGE,32.6169,Dec 1924
USH00294426,1925-01-31,1925,1,31,spei12mo,-0.816692631042562,JORNADA EXP RANGE,32.6169,Jan 1925
USH00294426,1925-02-28,1925,2,28,spei12mo,-0.8415999663492341,JORNADA EXP RANGE,32.6169,Feb 1925
USH00294426,1925-03-31,1925,3,31,spei12mo,-1.1020897798778115,JORNADA EXP RANGE,32.6169,Mar 1925
USH00294426,1925-04-30,1925,4,30,spei12mo,-1.2629059371940472,JORNADA EXP RANGE,32.6169,Apr 1925
USH00294426,1925-05-31,1925,5,31,spei12mo,-1.167438953388467,JORNADA EXP RANGE,32.6169,May 1925
USH00294426,1925-06-30,1925,6,30,spei12mo,-0.994119204030749,JORNADA EXP RANGE,32.6169,Jun 1925
USH00294426,1925-07-31,1925,7,31,spei12mo,-1.3664276172816139,JORNADA EXP RANGE,32.6169,Jul 1925
USH00294426,1925-08-31,1925,8,31,spei12mo,-1.1233474402763342,JORNADA EXP RANGE,32.6169,Aug 1925
USH00294426,1925-09-30,1925,9,30,spei12mo,-0.9151994112160041,JORNADA EXP RANGE,32.6169,Sep 1925
USH00294426,1925-10-31,1925,10,31,spei12mo,-0.5865257011664585,JORNADA EXP RANGE,32.6169,Oct 1925
USH00294426,1925-11-30,1925,11,30,spei12mo,-0.5682840138465796,JORNADA EXP RANGE,32.6169,Nov 1925
USH00294426,1925-12-31,1925,12,31,spei12mo,-0.5522429238463865,JORNADA EXP RANGE,32.6169,Dec 1925
USH00294426,1926-01-31,1926,1,31,spei12mo,-0.4229039070292264,JORNADA EXP RANGE,32.6169,Jan 1926
USH00294426,1926-02-28,1926,2,28,spei12mo,-0.4570598723252326,JORNADA EXP RANGE,32.6169,Feb 1926
USH00294426,1926-03-31,1926,3,31,spei12mo,0.051485141192267735,JORNADA EXP RANGE,32.6169,Mar 1926
USH00294426,1926-04-30,1926,4,30,spei12mo,0.3029055352438958,JORNADA EXP RANGE,32.6169,Apr 1926
USH00294426,1926-05-31,1926,5,31,spei12mo,0.8620652523439463,JORNADA EXP RANGE,32.6169,May 1926
USH00294426,1926-06-30,1926,6,30,spei12mo,0.804562938040337,JORNADA EXP RANGE,32.6169,Jun 1926
USH00294426,1926-07-31,1926,7,31,spei12mo,1.6525960572466871,JORNADA EXP RANGE,32.6169,Jul 1926
USH00294426,1926-08-31,1926,8,31,spei12mo,1.6133723591715459,JORNADA EXP RANGE,32.6169,Aug 1926
USH00294426,1926-09-30,1926,9,30,spei12mo,1.907852596456672,JORNADA EXP RANGE,32.6169,Sep 1926
USH00294426,1926-10-31,1926,10,31,spei12mo,2.0496831542611296,JORNADA EXP RANGE,32.6169,Oct 1926
USH00294426,1926-11-30,1926,11,30,spei12mo,2.116308347557646,JORNADA EXP RANGE,32.6169,Nov 1926
USH00294426,1926-12-31,1926,12,31,spei12mo,2.2233462237091906,JORNADA EXP RANGE,32.6169,Dec 1926
USH00294426,1927-01-31,1927,1,31,spei12mo,2.08880897959218,JORNADA EXP RANGE,32.6169,Jan 1927
USH00294426,1927-02-28,1927,2,28,spei12mo,2.092572474258334,JORNADA EXP RANGE,32.6169,Feb 1927
USH00294426,1927-03-31,1927,3,31,spei12mo,1.926852641077365,JORNADA EXP RANGE,32.6169,Mar 1927
USH00294426,1927-04-30,1927,4,30,spei12mo,1.7896891072440058,JORNADA EXP RANGE,32.6169,Apr 1927
USH00294426,1927-05-31,1927,5,31,spei12mo,1.2013708818030286,JORNADA EXP RANGE,32.6169,May 1927
USH00294426,1927-06-30,1927,6,30,spei12mo,1.2565269312135883,JORNADA EXP RANGE,32.6169,Jun 1927
USH00294426,1927-07-31,1927,7,31,spei12mo,0.2503983414587687,JORNADA EXP RANGE,32.6169,Jul 1927
USH00294426,1927-08-31,1927,8,31,spei12mo,0.7870704158848847,JORNADA EXP RANGE,32.6169,Aug 1927
USH00294426,1927-09-30,1927,9,30,spei12mo,0.711794090193023,JORNADA EXP RANGE,32.6169,Sep 1927
USH00294426,1927-10-31,1927,10,31,spei12mo,0.13033564900086134,JORNADA EXP RANGE,32.6169,Oct 1927
USH00294426,1927-11-30,1927,11,30,spei12mo,-1.2743349577097723e-4,JORNADA EXP RANGE,32.6169,Nov 1927
USH00294426,1927-12-31,1927,12,31,spei12mo,-0.24701829672544492,JORNADA EXP RANGE,32.6169,Dec 1927
USH00294426,1928-01-31,1928,1,31,spei12mo,-0.23110534019611323,JORNADA EXP RANGE,32.6169,Jan 1928
USH00294426,1928-02-29,1928,2,29,spei12mo,0.03339918628298265,JORNADA EXP RANGE,32.6169,Feb 1928
USH00294426,1928-03-31,1928,3,31,spei12mo,-0.17260807057413105,JORNADA EXP RANGE,32.6169,Mar 1928
USH00294426,1928-04-30,1928,4,30,spei12mo,-0.01793884823792705,JORNADA EXP RANGE,32.6169,Apr 1928
USH00294426,1928-05-31,1928,5,31,spei12mo,0.4231423408584997,JORNADA EXP RANGE,32.6169,May 1928
USH00294426,1928-06-30,1928,6,30,spei12mo,0.39557420529203896,JORNADA EXP RANGE,32.6169,Jun 1928
USH00294426,1928-07-31,1928,7,31,spei12mo,0.3993025650311359,JORNADA EXP RANGE,32.6169,Jul 1928
USH00294426,1928-08-31,1928,8,31,spei12mo,0.5712874470195162,JORNADA EXP RANGE,32.6169,Aug 1928
USH00294426,1928-09-30,1928,9,30,spei12mo,-0.014452571314782206,JORNADA EXP RANGE,32.6169,Sep 1928
USH00294426,1928-10-31,1928,10,31,spei12mo,0.570427128133537,JORNADA EXP RANGE,32.6169,Oct 1928
USH00294426,1928-11-30,1928,11,30,spei12mo,0.9100440281055955,JORNADA EXP RANGE,32.6169,Nov 1928
USH00294426,1928-12-31,1928,12,31,spei12mo,0.7979430140655442,JORNADA EXP RANGE,32.6169,Dec 1928
USH00294426,1929-01-31,1929,1,31,spei12mo,0.8442956771177323,JORNADA EXP RANGE,32.6169,Jan 1929
USH00294426,1929-02-28,1929,2,28,spei12mo,0.6764794986308019,JORNADA EXP RANGE,32.6169,Feb 1929
USH00294426,1929-03-31,1929,3,31,spei12mo,0.8165790514860538,JORNADA EXP RANGE,32.6169,Mar 1929
USH00294426,1929-04-30,1929,4,30,spei12mo,0.5888112466143604,JORNADA EXP RANGE,32.6169,Apr 1929
USH00294426,1929-05-31,1929,5,31,spei12mo,0.8267003263622172,JORNADA EXP RANGE,32.6169,May 1929
USH00294426,1929-06-30,1929,6,30,spei12mo,0.6745754434220849,JORNADA EXP RANGE,32.6169,Jun 1929
USH00294426,1929-07-31,1929,7,31,spei12mo,0.8125520598008155,JORNADA EXP RANGE,32.6169,Jul 1929
USH00294426,1929-08-31,1929,8,31,spei12mo,0.8544580917440425,JORNADA EXP RANGE,32.6169,Aug 1929
USH00294426,1929-09-30,1929,9,30,spei12mo,1.0838614211313984,JORNADA EXP RANGE,32.6169,Sep 1929
USH00294426,1929-10-31,1929,10,31,spei12mo,0.8337947994663005,JORNADA EXP RANGE,32.6169,Oct 1929
USH00294426,1929-11-30,1929,11,30,spei12mo,0.7871355067551328,JORNADA EXP RANGE,32.6169,Nov 1929
USH00294426,1929-12-31,1929,12,31,spei12mo,0.7825430137999582,JORNADA EXP RANGE,32.6169,Dec 1929
USH00294426,1930-01-31,1930,1,31,spei12mo,0.8357350625876552,JORNADA EXP RANGE,32.6169,Jan 1930
USH00294426,1930-02-28,1930,2,28,spei12mo,0.7383199637127815,JORNADA EXP RANGE,32.6169,Feb 1930
USH00294426,1930-03-31,1930,3,31,spei12mo,0.680848654955402,JORNADA EXP RANGE,32.6169,Mar 1930
USH00294426,1930-04-30,1930,4,30,spei12mo,0.6351454387462879,JORNADA EXP RANGE,32.6169,Apr 1930
USH00294426,1930-05-31,1930,5,31,spei12mo,0.17469952821909498,JORNADA EXP RANGE,32.6169,May 1930
