stationid,date,year,month,day,variable,value,station_name,latitude,spei_date
USH00294426,1930-06-30,1930,6,30,spei12mo,0.30811037714471506,JORNADA EXP RANGE,32.6169,Jun 1930
USH00294426,1930-07-31,1930,7,31,spei12mo,0.12621204244127604,JORNADA EXP RANGE,32.6169,Jul 1930
USH00294426,1930-08-31,1930,8,31,spei12mo,-0.28141997081238146,JORNADA EXP RANGE,32.6169,Aug 1930
USH00294426,1930-09-30,1930,9,30,spei12mo,-0.6261071206310329,JORNADA EXP RANGE,32.6169,Sep 1930
USH00294426,1930-10-31,1930,10,31,spei12mo,-0.9035656244379233,JORNADA EXP RANGE,32.6169,Oct 1930
USH00294426,1930-11-30,1930,11,30,spei12mo,-0.9639390676081313,JORNADA EXP RANGE,32.6169,Nov 1930
USH00294426,1930-12-31,1930,12,31,spei12mo,-0.7616722518788519,JORNADA EXP RANGE,32.6169,Dec 1930
USH00294426,1931-01-31,1931,1,31,spei12mo,-0.6096057140223003,JORNADA EXP RANGE,32.6169,Jan 1931
USH00294426,1931-02-28,1931,2,28,spei12mo,-0.16525249731104721,JORNADA EXP RANGE,32.6169,Feb 1931
USH00294426,1931-03-31,1931,3,31,spei12mo,-0.21778655760149607,JORNADA EXP RANGE,32.6169,Mar 1931
USH00294426,1931-04-30,1931,4,30,spei12mo,0.4271796385923287,JORNADA EXP RANGE,32.6169,Apr 1931
USH00294426,1931-05-31,1931,5,31,spei12mo,0.42750118396936976,JORNADA EXP RANGE,32.6169,May 1931
USH00294426,1931-06-30,1931,6,30,spei12mo,0.39710204088063994,JORNADA EXP RANGE,32.6169,Jun 1931
USH00294426,1931-07-31,1931,7,31,spei12mo,0.24908545502808088,JORNADA EXP RANGE,32.6169,Jul 1931
USH00294426,1931-08-31,1931,8,31,spei12mo,0.9702536065894658,JORNADA EXP RANGE,32.6169,Aug 1931
USH00294426,1931-09-30,1931,9,30,spei12mo,1.2852892884566298,JORNADA EXP RANGE,32.6169,Sep 1931
USH00294426,1931-10-31,1931,10,31,spei12mo,1.3307184234497973,JORNADA EXP RANGE,32.6169,Oct 1931
USH00294426,1931-11-30,1931,11,30,spei12mo,1.40532468692076,JORNADA EXP RANGE,32.6169,Nov 1931
USH00294426,1931-12-31,1931,12,31,spei12mo,1.3883112517323648,JORNADA EXP RANGE,32.6169,Dec 1931
USH00294426,1932-01-31,1932,1,31,spei12mo,1.4261329731688035,JORNADA EXP RANGE,32.6169,Jan 1932
USH00294426,1932-02-29,1932,2,29,spei12mo,1.1761213408585218,JORNADA EXP RANGE,32.6169,Feb 1932
USH00294426,1932-03-31,1932,3,31,spei12mo,1.2249584520441752,JORNADA EXP RANGE,32.6169,Mar 1932
USH00294426,1932-04-30,1932,4,30,spei12mo,0.7923643264266398,JORNADA EXP RANGE,32.6169,Apr 1932
USH00294426,1932-05-31,1932,5,31,spei12mo,0.7031602689042584,JORNADA EXP RANGE,32.6169,May 1932
USH00294426,1932-06-30,1932,6,30,spei12mo,0.8179635261070165,JORNADA EXP RANGE,32.6169,Jun 1932
USH00294426,1932-07-31,1932,7,31,spei12mo,0.7895459694497147,JORNADA EXP RANGE,32.6169,Jul 1932
USH00294426,1932-08-31,1932,8,31,spei12mo,0.8955121921222119,JORNADA EXP RANGE,32.6169,Aug 1932
USH00294426,1932-09-30,1932,9,30,spei12mo,1.153377854034236,JORNADA EXP RANGE,32.6169,Sep 1932
USH00294426,1932-10-31,1932,10,31,spei12mo,1.3660969775713439,JORNADA EXP RANGE,32.6169,Oct 1932
USH00294426,1932-11-30,1932,11,30,spei12mo,1.1639152451352481,JORNADA EXP RANGE,32.6169,Nov 1932
USH00294426,1932-12-31,1932,12,31,spei12mo,1.3045582133899178,JORNADA EXP RANGE,32.6169,Dec 1932
USH00294426,1933-01-31,1933,1,31,spei12mo,1.1370849983211273,JORNADA EXP RANGE,32.6169,Jan 1933
USH00294426,1933-02-28,1933,2,28,spei12mo,1.1659275783870695,JORNADA EXP RANGE,32.6169,Feb 1933
USH00294426,1933-03-31,1933,3,31,spei12mo,0.9990014163186787,JORNADA EXP RANGE,32.6169,Mar 1933
USH00294426,1933-04-30,1933,4,30,spei12mo,1.0478118587283676,JORNADA EXP RANGE,32.6169,Apr 1933
USH00294426,1933-05-31,1933,5,31,spei12mo,1.1105262034146106,JORNADA EXP RANGE,32.6169,May 1933
USH00294426,1933-06-30,1933,6,30,spei12mo,1.5875183202337533,JORNADA EXP RANGE,32.6169,Jun 1933
USH00294426,1933-07-31,1933,7,31,spei12mo,1.6729722711635369,JORNADA EXP RANGE,32.6169,Jul 1933
USH00294426,1933-08-31,1933,8,31,spei12mo,1.2906427892809107,JORNADA EXP RANGE,32.6169,Aug 1933
USH00294426,1933-09-30,1933,9,30,spei12mo,0.7466847908499488,JORNADA EXP RANGE,32.6169,Sep 1933
USH00294426,1933-10-31,1933,10,31,spei12mo,0.4366192177763431,JORNADA EXP RANGE,32.6169,Oct 1933
USH00294426,1933-11-30,1933,11,30,spei12mo,0.42231651728494396,JORNADA EXP RANGE,32.6169,Nov 1933
USH00294426,1933-12-31,1933,12,31,spei12mo,-0.026557551810507965,JORNADA EXP RANGE,32.6169,Dec 1933
USH00294426,1934-01-31,1934,1,31,spei12mo,-0.08293006456434375,JORNADA EXP RANGE,32.6169,Jan 1934
USH00294426,1934-02-28,1934,2,28,spei12mo,-0.21064310100586187,JORNADA EXP RANGE,32.6169,Feb 1934
USH00294426,1934-03-31,1934,3,31,spei12mo,-0.08605261909060816,JORNADA EXP RANGE,32.6169,Mar 1934
USH00294426,1934-04-30,1934,4,30,spei12mo,-0.3479319560577049,JORNADA EXP RANGE,32.6169,Apr 1934
USH00294426,1934-05-31,1934,5,31,spei12mo,-0.3585137910745635,JORNADA EXP RANGE,32.6169,May 1934
USH00294426,1934-06-30,1934,6,30,spei12mo,-1.1010986874868554,JORNADA EXP RANGE,32.6169,Jun 1934
USH00294426,1934-07-31,1934,7,31,spei12mo,-1.273119123247417,JORNADA EXP RANGE,32.6169,Jul 1934
USH00294426,1934-08-31,1934,8,31,spei12mo,-1.7528283807774159,JORNADA EXP RANGE,32.6169,Aug 1934
USH00294426,1934-09-30,1934,9,30,spei12mo,-1.8539011049101948,JORNADA EXP RANGE,32.6169,Sep 1934
USH00294426,1934-10-31,1934,10,31,spei12mo,-1.776599015923324,JORNADA EXP RANGE,32.6169,Oct 1934
USH00294426,1934-11-30,1934,11,30,spei12mo,-1.705502357036948,JORNADA EXP RANGE,32.6169,Nov 1934
USH00294426,1934-12-31,1934,12,31,spei12mo,-1.680382119073976,JORNADA EXP RANGE,32.6169,Dec 1934
USH00294426,1935-01-31,1935,1,31,spei12mo,-1.6903285261114325,JORNADA EXP RANGE,32.6169,Jan 1935
USH00294426,1935-02-28,1935,2,28,spei12mo,-1.6017064416347233,JORNADA EXP RANGE,32.6169,Feb 1935
USH00294426,1935-03-31,1935,3,31,spei12mo,-1.6478933873637895,JORNADA EXP RANGE,32.6169,Mar 1935
USH00294426,1935-04-30,1935,4,30,spei12mo,-1.5342936715425193,JORNADA EXP RANGE,32.6169,Apr 1935
USH00294426,1935-05-31,1935,5,31,spei12mo,-1.3681525043765497,JORNADA EXP RANGE,32.6169,May 1935
USH00294426,1935-06-30,1935,6,30,spei12mo,-1.20047592794146,JORNADA EXP RANGE,32.6169,Jun 1935
USH00294426,1935-07-31,1935,7,31,spei12mo,-1.2302333074931415,JORNADA EXP RANGE,32.6169,Jul 1935
USH00294426,1935-08-31,1935,8,31,spei12mo,-0.4273158957710239,JORNADA EXP RANGE,32.6169,Aug 1935
USH00294426,1935-09-30,1935,9,30,spei12mo,0.21465556808160735,JORNADA EXP RANGE,32.6169,Sep 1935
USH00294426,1935-10-31,1935,10,31,spei12mo,-0.03738516895597035,JORNADA EXP RANGE,32.6169,Oct 1935
USH00294426,1935-11-30,1935,11,30,spei12mo,0.15828340848385267,JORNADA EXP RANGE,32.6169,Nov 1935
USH00294426,1935-12-31,1935,12,31,spei12mo,0.354951353936275,JORNADA EXP RANGE,32.6169,Dec 1935
USH00294426,1936-01-31,1936,1,31,spei12mo,0.6142117646087433,JORNADA EXP RANGE,32.6169,Jan 1936
USH00294426,1936-02-29,1936,2,29,spei12mo,0.5469638517045553,JORNADA EXP RANGE,32.6169,Feb 1936
USH00294426,1936-03-31,1936,3,31,spei12mo,0.5234267795603204,JORNADA EXP RANGE,32.6169,Mar 1936
USH00294426,1936-04-30,1936,4,30,spei12mo,0.5026555418530815,JORNADA EXP RANGE,32.6169,Apr 1936
USH00294426,1936-05-31,1936,5,31,spei12mo,0.1686919116511274,JORNADA EXP RANGE,32.6169,May 1936
USH00294426,1936-06-30,1936,6,30,spei12mo,-0.04810217800177602,JORNADA EXP RANGE,32.6169,Jun 1936
USH00294426,1936-07-31,1936,7,31,spei12mo,0.29437722031978136,JORNADA EXP RANGE,32.6169,Jul 1936
USH00294426,1936-08-31,1936,8,31,spei12mo,-0.4484272942514782,JORNADA EXP RANGE,32.6169,Aug 1936
USH00294426,1936-09-30,1936,9,30,spei12mo,-0.1960192491244631,JORNADA EXP RANGE,32.6169,Sep 1936
USH00294426,1936-10-31,1936,10,31,spei12mo,0.049970931555417236,JORNADA EXP RANGE,32.6169,Oct 1936
USH00294426,1936-11-30,1936,11,30,spei12mo,-0.014849613225203624,JORNADA EXP RANGE,32.6169,Nov 1936
USH00294426,1936-12-31,1936,12,31,spei12mo,-0.036575949890135025,JORNADA EXP RANGE,32.6169,Dec 1936
USH00294426,1937-01-31,1937,1,31,spei12mo,-0.3293294265063065,JORNADA EXP RANGE,32.6169,Jan 1937
USH00294426,1937-02-28,1937,2,28,spei12mo,-0.09999475336569509,JORNADA EXP RANGE,32.6169,Feb 1937
USH00294426,1937-03-31,1937,3,31,spei12mo,0.12965087008366788,JORNADA EXP RANGE,32.6169,Mar 1937
USH00294426,1937-04-30,1937,4,30,spei12mo,0.19141484658305682,JORNADA EXP RANGE,32.6169,Apr 1937
USH00294426,1937-05-31,1937,5,31,spei12mo,0.4762180493804804,JORNADA EXP RANGE,32.6169,May 1937
USH00294426,1937-06-30,1937,6,30,spei12mo,0.6457883794478158,JORNADA EXP RANGE,32.6169,Jun 1937
USH00294426,1937-07-31,1937,7,31,spei12mo,0.25249411099675206,JORNADA EXP RANGE,32.6169,Jul 1937
USH00294426,1937-08-31,1937,8,31,spei12mo,0.10546558230165405,JORNADA EXP RANGE,32.6169,Aug 1937
USH00294426,1937-09-30,1937,9,30,spei12mo,0.09826021992577127,JORNADA EXP RANGE,32.6169,Sep 1937
USH00294426,1937-10-31,1937,10,31,spei12mo,0.2376606661168669,JORNADA EXP RANGE,32.6169,Oct 1937
USH00294426,1937-11-30,1937,11,30,spei12mo,-0.062259950349901304,JORNADA EXP RANGE,32.6169,Nov 1937
USH00294426,1937-12-31,1937,12,31,spei12mo,-0.08751923881776091,JORNADA EXP RANGE,32.6169,Dec 1937
USH00294426,1938-01-31,1938,1,31,spei12mo,0.006727874167406084,JORNADA EXP RANGE,32.6169,Jan 1938
USH00294426,1938-02-28,1938,2,28,spei12mo,-0.14130442344596758,JORNADA EXP RANGE,32.6169,Feb 1938
USH00294426,1938-03-31,1938,3,31,spei12mo,-0.32522192825068785,JORNADA EXP RANGE,32.6169,Mar 1938
USH00294426,1938-04-30,1938,4,30,spei12mo,-0.3272056505333976,JORNADA EXP RANGE,32.6169,Apr 1938
USH00294426,1938-05-31,1938,5,31,spei12mo,-0.5054062410527392,JORNADA EXP RANGE,32.6169,May 1938
USH00294426,1938-06-30,1938,6,30,spei12mo,-0.6257570077500658,JORNADA EXP RANGE,32.6169,Jun 1938
USH00294426,1938-07-31,1938,7,31,spei12mo,0.9147785696996558,JORNADA EXP RANGE,32.6169,Jul 1938
USH00294426,1938-08-31,1938,8,31,spei12mo,0.9535367097951231,JORNADA EXP RANGE,32.6169,Aug 1938
USH00294426,1938-09-30,1938,9,30,spei12mo,1.0372891529990569,JORNADA EXP RANGE,32.6169,Sep 1938
USH00294426,1938-10-31,1938,10,31,spei12mo,0.8478020725204843,JORNADA EXP RANGE,32.6169,Oct 1938
USH00294426,1938-11-30,1938,11,30,spei12mo,0.94666847215486,JORNADA EXP RANGE,32.6169,Nov 1938
USH00294426,1938-12-31,1938,12,31,spei12mo,1.1114784934972453,JORNADA EXP RANGE,32.6169,Dec 1938
USH00294426,1939-01-31,1939,1,31,spei12mo,1.3052973151268226,JORNADA EXP RANGE,32.6169,Jan 1939
USH00294426,1939-02-28,1939,2,28,spei12mo,1.301315397728183,JORNADA EXP RANGE,32.6169,Feb 1939
USH00294426,1939-03-31,1939,3,31,spei12mo,1.3063278172774186,JORNADA EXP RANGE,32.6169,Mar 1939
USH00294426,1939-04-30,1939,4,30,spei12mo,1.2515262644149074,JORNADA EXP RANGE,32.6169,Apr 1939
USH00294426,1939-05-31,1939,5,31,spei12mo,1.1685186729536785,JORNADA EXP RANGE,32.6169,May 1939
USH00294426,1939-06-30,1939,6,30,spei12mo,1.0750236599623066,JORNADA EXP RANGE,32.6169,Jun 1939
USH00294426,1939-07-31,1939,7,31,spei12mo,-0.26068727290174,JORNADA EXP RANGE,32.6169,Jul 1939
USH00294426,1939-08-31,1939,8,31,spei12mo,-0.11109896802586816,JORNADA EXP RANGE,32.6169,Aug 1939
USH00294426,1939-09-30,1939,9,30,spei12mo,-0.49204298106945366,JORNADA EXP RANGE,32.6169,Sep 1939
USH00294426,1939-10-31,1939,10,31,spei12mo,-0.24854993157408126,JORNADA EXP RANGE,32.6169,Oct 1939
USH00294426,1939-11-30,1939,11,30,spei12mo,-0.3248906211033078,JORNADA EXP RANGE,32.6169,Nov 1939
USH00294426,1939-12-31,1939,12,31,spei12mo,-0.3271160545387056,JORNADA EXP RANGE,32.6169,Dec 1939
USH00294426,1940-01-31,1940,1,31,spei12mo,-0.5551904781445771,JORNADA EXP RANGE,32.6169,Jan 1940
USH00294426,1940-02-29,1940,2,29,spei12mo,-0.3712250540550101,JORNADA EXP RANGE,32.6169,Feb 1940
USH00294426,1940-03-31,1940,3,31,spei12mo,-0.443923225377965,JORNADA EXP RANGE,32.6169,Mar 1940
USH00294426,1940-04-30,1940,4,30,spei12mo,-0.3496203364143327,JORNADA EXP RANGE,32.6169,Apr 1940
USH00294426,1940-05-31,1940,5,31,spei12mo,-0.05846327482282216,JORNADA EXP RANGE,32.6169,May 1940
USH00294426,1940-06-30,1940,6,30,spei12mo,0.2973022787982736,JORNADA EXP RANGE,32.6169,Jun 1940
USH00294426,1940-07-31,1940,7,31,spei12mo,0.3607106254115161,JORNADA EXP RANGE,32.6169,Jul 1940
USH00294426,1940-08-31,1940,8,31,spei12mo,0.3202504524807088,JORNADA EXP RANGE,32.6169,Aug 1940
USH00294426,1940-09-30,1940,9,30,spei12mo,0.41129736196146655,JORNADA EXP RANGE,32.6169,Sep 1940
USH00294426,1940-10-31,1940,10,31,spei12mo,0.5524241735188925,JORNADA EXP RANGE,32.6169,Oct 1940
USH00294426,1940-11-30,1940,11,30,spei12mo,0.6269921262860843,JORNADA EXP RANGE,32.6169,Nov 1940
USH00294426,1940-12-31,1940,12,31,spei12mo,0.37515036012037295,JORNADA EXP RANGE,32.6169,Dec 1940
USH00294426,1941-01-31,1941,1,31,spei12mo,0.6487082713733112,JORNADA EXP RANGE,32.6169,Jan 1941
USH00294426,1941-02-28,1941,2,28,spei12mo,0.531662371947259,JORNADA EXP RANGE,32.6169,Feb 1941
USH00294426,1941-03-31,1941,3,31,spei12mo,0.8159564883101781,JORNADA EXP RANGE,32.6169,Mar 1941
USH00294426,1941-04-30,1941,4,30,spei12mo,1.1012393967983178,JORNADA EXP RANGE,32.6169,Apr 1941
USH00294426,1941-05-31,1941,5,31,spei12mo,1.0340267307323838,JORNADA EXP RANGE,32.6169,May 1941
USH00294426,1941-06-30,1941,6,30,spei12mo,0.9974480742353032,JORNADA EXP RANGE,32.6169,Jun 1941
USH00294426,1941-07-31,1941,7,31,spei12mo,1.1389029405494444,JORNADA EXP RANGE,32.6169,Jul 1941
USH00294426,1941-08-31,1941,8,31,spei12mo,1.560410967428124,JORNADA EXP RANGE,32.6169,Aug 1941
USH00294426,1941-09-30,1941,9,30,spei12mo,1.904807299078159,JORNADA EXP RANGE,32.6169,Sep 1941
USH00294426,1941-10-31,1941,10,31,spei12mo,1.9585899036705685,JORNADA EXP RANGE,32.6169,Oct 1941
USH00294426,1941-11-30,1941,11,30,spei12mo,1.9731156499366322,JORNADA EXP RANGE,32.6169,Nov 1941
USH00294426,1941-12-31,1941,12,31,spei12mo,2.0462489903537153,JORNADA EXP RANGE,32.6169,Dec 1941
USH00294426,1942-01-31,1942,1,31,spei12mo,1.8046910418940223,JORNADA EXP RANGE,32.6169,Jan 1942
USH00294426,1942-02-28,1942,2,28,spei12mo,1.8026559971492746,JORNADA EXP RANGE,32.6169,Feb 1942
USH00294426,1942-03-31,1942,3,31,spei12mo,1.6509102859967681,JORNADA EXP RANGE,32.6169,Mar 1942
USH00294426,1942-04-30,1942,4,30,spei12mo,1.4817469670085075,JORNADA EXP RANGE,32.6169,Apr 1942
USH00294426,1942-05-31,1942,5,31,spei12mo,1.3977704484339712,JORNADA EXP RANGE,32.6169,May 1942
USH00294426,1942-06-30,1942,6,30,spei12mo,1.1714619782930995,JORNADA EXP RANGE,32.6169,Jun 1942
USH00294426,1942-07-31,1942,7,31,spei12mo,1.038521441031843,JORNADA EXP RANGE,32.6169,Jul 1942
USH00294426,1942-08-31,1942,8,31,spei12mo,1.0842558783890397,JORNADA EXP RANGE,32.6169,Aug 1942
USH00294426,1942-09-30,1942,9,30,spei12mo,0.35829870296518446,JORNADA EXP RANGE,32.6169,Sep 1942
USH00294426,1942-10-31,1942,10,31,spei12mo,0.07507023284569109,JORNADA EXP RANGE,32.6169,Oct 1942
USH00294426,1942-11-30,1942,11,30,spei12mo,-0.16717031040954797,JORNADA EXP RANGE,32.6169,Nov 1942
USH00294426,1942-12-31,1942,12,31,spei12mo,-0.14846239761615818,JORNADA EXP RANGE,32.6169,Dec 1942
USH00294426,1943-01-31,1943,1,31,spei12mo,-0.20653906055040738,JORNADA EXP RANGE,32.6169,Jan 1943
USH00294426,1943-02-28,1943,2,28,spei12mo,-0.44887466112318597,JORNADA EXP RANGE,32.6169,Feb 1943
USH00294426,1943-03-31,1943,3,31,spei12mo,-0.5253094365690489,JORNADA EXP RANGE,32.6169,Mar 1943
USH00294426,1943-04-30,1943,4,30,spei12mo,-0.8768470958803068,JORNADA EXP RANGE,32.6169,Apr 1943
USH00294426,1943-05-31,1943,5,31,spei12mo,-1.008927950144145,JORNADA EXP RANGE,32.6169,May 1943
USH00294426,1943-06-30,1943,6,30,spei12mo,-0.6969051432400758,JORNADA EXP RANGE,32.6169,Jun 1943
USH00294426,1943-07-31,1943,7,31,spei12mo,-0.48495801660009996,JORNADA EXP RANGE,32.6169,Jul 1943
USH00294426,1943-08-31,1943,8,31,spei12mo,-1.139456997109717,JORNADA EXP RANGE,32.6169,Aug 1943
USH00294426,1943-09-30,1943,9,30,spei12mo,-1.2109334387364676,JORNADA EXP RANGE,32.6169,Sep 1943
USH00294426,1943-10-31,1943,10,31,spei12mo,-1.339970359859461,JORNADA EXP RANGE,32.6169,Oct 1943
USH00294426,1943-11-30,1943,11,30,spei12mo,-0.8769166561181418,JORNADA EXP RANGE,32.6169,Nov 1943
USH00294426,1943-12-31,1943,12,31,spei12mo,-0.7195027881742427,JORNADA EXP RANGE,32.6169,Dec 1943
USH00294426,1944-01-31,1944,1,31,spei12mo,-0.5406955246258713,JORNADA EXP RANGE,32.6169,Jan 1944
USH00294426,1944-02-29,1944,2,29,spei12mo,-0.25788729491903783,JORNADA EXP RANGE,32.6169,Feb 1944
USH00294426,1944-03-31,1944,3,31,spei12mo,-0.1870806213655183,JORNADA EXP RANGE,32.6169,Mar 1944
USH00294426,1944-04-30,1944,4,30,spei12mo,0.051211781631536855,JORNADA EXP RANGE,32.6169,Apr 1944
USH00294426,1944-05-31,1944,5,31,spei12mo,0.2884957970834523,JORNADA EXP RANGE,32.6169,May 1944
USH00294426,1944-06-30,1944,6,30,spei12mo,0.047623990751803104,JORNADA EXP RANGE,32.6169,Jun 1944
USH00294426,1944-07-31,1944,7,31,spei12mo,0.04150934269117354,JORNADA EXP RANGE,32.6169,Jul 1944
USH00294426,1944-08-31,1944,8,31,spei12mo,0.37586879595530326,JORNADA EXP RANGE,32.6169,Aug 1944
USH00294426,1944-09-30,1944,9,30,spei12mo,0.4897270596922642,JORNADA EXP RANGE,32.6169,Sep 1944
USH00294426,1944-10-31,1944,10,31,spei12mo,0.6965271845888757,JORNADA EXP RANGE,32.6169,Oct 1944
USH00294426,1944-11-30,1944,11,30,spei12mo,0.6802610899791853,JORNADA EXP RANGE,32.6169,Nov 1944
USH00294426,1944-12-31,1944,12,31,spei12mo,0.5328765027013257,JORNADA EXP RANGE,32.6169,Dec 1944
USH00294426,1945-01-31,1945,1,31,spei12mo,0.469820191201377,JORNADA EXP RANGE,32.6169,Jan 1945
USH00294426,1945-02-28,1945,2,28,spei12mo,0.24948937524059153,JORNADA EXP RANGE,32.6169,Feb 1945
USH00294426,1945-03-31,1945,3,31,spei12mo,0.27688474869049406,JORNADA EXP RANGE,32.6169,Mar 1945
USH00294426,1945-04-30,1945,4,30,spei12mo,0.22756109343519007,JORNADA EXP RANGE,32.6169,Apr 1945
USH00294426,1945-05-31,1945,5,31,spei12mo,0.08485619970098932,JORNADA EXP RANGE,32.6169,May 1945
USH00294426,1945-06-30,1945,6,30,spei12mo,0.09446218516555883,JORNADA EXP RANGE,32.6169,Jun 1945
USH00294426,1945-07-31,1945,7,31,spei12mo,-0.274386338372594,JORNADA EXP RANGE,32.6169,Jul 1945
USH00294426,1945-08-31,1945,8,31,spei12mo,-0.4204756259925658,JORNADA EXP RANGE,32.6169,Aug 1945
USH00294426,1945-09-30,1945,9,30,spei12mo,-0.8721129807343583,JORNADA EXP RANGE,32.6169,Sep 1945
USH00294426,1945-10-31,1945,10,31,spei12mo,-0.6879646620226623,JORNADA EXP RANGE,32.6169,Oct 1945
USH00294426,1945-11-30,1945,11,30,spei12mo,-1.0790332917067986,JORNADA EXP RANGE,32.6169,Nov 1945
USH00294426,1945-12-31,1945,12,31,spei12mo,-1.1712712045148799,JORNADA EXP RANGE,32.6169,Dec 1945
USH00294426,1946-01-31,1946,1,31,spei12mo,-0.9870248822270902,JORNADA EXP RANGE,32.6169,Jan 1946
USH00294426,1946-02-28,1946,2,28,spei12mo,-0.9271721862435034,JORNADA EXP RANGE,32.6169,Feb 1946
USH00294426,1946-03-31,1946,3,31,spei12mo,-1.0176778959333124,JORNADA EXP RANGE,32.6169,Mar 1946
USH00294426,1946-04-30,1946,4,30,spei12mo,-1.1693664389414051,JORNADA EXP RANGE,32.6169,Apr 1946
USH00294426,1946-05-31,1946,5,31,spei12mo,-1.0393874211672463,JORNADA EXP RANGE,32.6169,May 1946
USH00294426,1946-06-30,1946,6,30,spei12mo,-1.234269856187222,JORNADA EXP RANGE,32.6169,Jun 1946
USH00294426,1946-07-31,1946,7,31,spei12mo,-0.9791144209605105,JORNADA EXP RANGE,32.6169,Jul 1946
USH00294426,1946-08-31,1946,8,31,spei12mo,-0.4736712546474026,JORNADA EXP RANGE,32.6169,Aug 1946
USH00294426,1946-09-30,1946,9,30,spei12mo,0.2225847761468225,JORNADA EXP RANGE,32.6169,Sep 1946
USH00294426,1946-10-31,1946,10,31,spei12mo,0.015200740335576694,JORNADA EXP RANGE,32.6169,Oct 1946
USH00294426,1946-11-30,1946,11,30,spei12mo,0.13562154631282966,JORNADA EXP RANGE,32.6169,Nov 1946
USH00294426,1946-12-31,1946,12,31,spei12mo,0.14576793844389518,JORNADA EXP RANGE,32.6169,Dec 1946
USH00294426,1947-01-31,1947,1,31,spei12mo,0.059774880739933124,JORNADA EXP RANGE,32.6169,Jan 1947
USH00294426,1947-02-28,1947,2,28,spei12mo,0.03422343685114508,JORNADA EXP RANGE,32.6169,Feb 1947
USH00294426,1947-03-31,1947,3,31,spei12mo,0.12663400466514393,JORNADA EXP RANGE,32.6169,Mar 1947
USH00294426,1947-04-30,1947,4,30,spei12mo,0.2737632217487016,JORNADA EXP RANGE,32.6169,Apr 1947
USH00294426,1947-05-31,1947,5,31,spei12mo,0.14111614046006385,JORNADA EXP RANGE,32.6169,May 1947
USH00294426,1947-06-30,1947,6,30,spei12mo,0.351510956406008,JORNADA EXP RANGE,32.6169,Jun 1947
USH00294426,1947-07-31,1947,7,31,spei12mo,-0.05177799757855513,JORNADA EXP RANGE,32.6169,Jul 1947
USH00294426,1947-08-31,1947,8,31,spei12mo,-0.09170739275964877,JORNADA EXP RANGE,32.6169,Aug 1947
USH00294426,1947-09-30,1947,9,30,spei12mo,-0.701103696769732,JORNADA EXP RANGE,32.6169,Sep 1947
USH00294426,1947-10-31,1947,10,31,spei12mo,-0.9180156618636972,JORNADA EXP RANGE,32.6169,Oct 1947
USH00294426,1947-11-30,1947,11,30,spei12mo,-0.8245335707222302,JORNADA EXP RANGE,32.6169,Nov 1947
USH00294426,1947-12-31,1947,12,31,spei12mo,-0.6799114109785742,JORNADA EXP RANGE,32.6169,Dec 1947
USH00294426,1948-01-31,1948,1,31,spei12mo,-0.7855559904345778,JORNADA EXP RANGE,32.6169,Jan 1948
USH00294426,1948-02-29,1948,2,29,spei12mo,-0.3717271235089007,JORNADA EXP RANGE,32.6169,Feb 1948
USH00294426,1948-03-31,1948,3,31,spei12mo,-0.3436145745669804,JORNADA EXP RANGE,32.6169,Mar 1948
USH00294426,1948-04-30,1948,4,30,spei12mo,-0.41767877738498627,JORNADA EXP RANGE,32.6169,Apr 1948
USH00294426,1948-05-31,1948,5,31,spei12mo,-0.3878544715410462,JORNADA EXP RANGE,32.6169,May 1948
USH00294426,1948-06-30,1948,6,30,spei12mo,-0.5415379504161529,JORNADA EXP RANGE,32.6169,Jun 1948
USH00294426,1948-07-31,1948,7,31,spei12mo,-0.6096681011902075,JORNADA EXP RANGE,32.6169,Jul 1948
USH00294426,1948-08-31,1948,8,31,spei12mo,-1.0286042447089958,JORNADA EXP RANGE,32.6169,Aug 1948
USH00294426,1948-09-30,1948,9,30,spei12mo,-0.8842601438891289,JORNADA EXP RANGE,32.6169,Sep 1948
USH00294426,1948-10-31,1948,10,31,spei12mo,-0.6532435840639499,JORNADA EXP RANGE,32.6169,Oct 1948
USH00294426,1948-11-30,1948,11,30,spei12mo,-0.8437700914375268,JORNADA EXP RANGE,32.6169,Nov 1948
USH00294426,1948-12-31,1948,12,31,spei12mo,-0.6502920753423846,JORNADA EXP RANGE,32.6169,Dec 1948
USH00294426,1949-01-31,1949,1,31,spei12mo,-0.3363538015717154,JORNADA EXP RANGE,32.6169,Jan 1949
USH00294426,1949-02-28,1949,2,28,spei12mo,-0.49734233165567965,JORNADA EXP RANGE,32.6169,Feb 1949
USH00294426,1949-03-31,1949,3,31,spei12mo,-0.6433757749161441,JORNADA EXP RANGE,32.6169,Mar 1949
USH00294426,1949-04-30,1949,4,30,spei12mo,-0.5172845538375495,JORNADA EXP RANGE,32.6169,Apr 1949
USH00294426,1949-05-31,1949,5,31,spei12mo,-0.44407305371318695,JORNADA EXP RANGE,32.6169,May 1949
USH00294426,1949-06-30,1949,6,30,spei12mo,-0.46216638690234585,JORNADA EXP RANGE,32.6169,Jun 1949
USH00294426,1949-07-31,1949,7,31,spei12mo,0.11030325254253445,JORNADA EXP RANGE,32.6169,Jul 1949
USH00294426,1949-08-31,1949,8,31,spei12mo,-0.11782845977377254,JORNADA EXP RANGE,32.6169,Aug 1949
USH00294426,1949-09-30,1949,9,30,spei12mo,0.495058172300109,JORNADA EXP RANGE,32.6169,Sep 1949
