stationid,date,year,month,day,variable,value,station_name,latitude
USH00412797,1954-10-31,1954,oct,31,tavg,20.71,EL PASO AP,31.8111
USH00412797,1954-11-30,1954,nov,30,tavg,13.25,EL PASO AP,31.8111
USH00412797,1954-12-31,1954,dec,31,tavg,8.55,EL PASO AP,31.8111
USH00412797,1955-01-31,1955,jan,31,tavg,6.47,EL PASO AP,31.8111
USH00412797,1955-02-28,1955,feb,28,tavg,8.19,EL PASO AP,31.8111
USH00412797,1955-03-31,1955,mar,31,tavg,13.97,EL PASO AP,31.8111
USH00412797,1955-04-30,1955,apr,30,tavg,18.97,EL PASO AP,31.8111
USH00412797,1955-05-31,1955,may,31,tavg,22.76,EL PASO AP,31.8111
USH00412797,1955-06-30,1955,jun,30,tavg,27.3,EL PASO AP,31.8111
USH00412797,1955-07-31,1955,jul,31,tavg,27.26,EL PASO AP,31.8111
USH00412797,1955-08-31,1955,aug,31,tavg,27.49,EL PASO AP,31.8111
USH00412797,1955-09-30,1955,sep,30,tavg,25.64,EL PASO AP,31.8111
USH00412797,1955-10-31,1955,oct,31,tavg,19.8,EL PASO AP,31.8111
USH00412797,1955-11-30,1955,nov,30,tavg,13.19,EL PASO AP,31.8111
USH00412797,1955-12-31,1955,dec,31,tavg,10.37,EL PASO AP,31.8111
USH00412797,1956-01-31,1956,jan,31,tavg,10.58,EL PASO AP,31.8111
USH00412797,1956-02-29,1956,feb,29,tavg,7.88,EL PASO AP,31.8111
USH00412797,1956-03-31,1956,mar,31,tavg,14.9,EL PASO AP,31.8111
USH00412797,1956-04-30,1956,apr,30,tavg,17.29,EL PASO AP,31.8111
USH00412797,1956-05-31,1956,may,31,tavg,25.02,EL PASO AP,31.8111
USH00412797,1956-06-30,1956,jun,30,tavg,29.59,EL PASO AP,31.8111
USH00412797,1956-07-31,1956,jul,31,tavg,28.55,EL PASO AP,31.8111
USH00412797,1956-08-31,1956,aug,31,tavg,27.37,EL PASO AP,31.8111
USH00412797,1956-09-30,1956,sep,30,tavg,25.98,EL PASO AP,31.8111
USH00412797,1956-10-31,1956,oct,31,tavg,20.46,EL PASO AP,31.8111
USH00412797,1956-11-30,1956,nov,30,tavg,9.86,EL PASO AP,31.8111
USH00412797,1956-12-31,1956,dec,31,tavg,7.75,EL PASO AP,31.8111
USH00412797,1957-01-31,1957,jan,31,tavg,10.33,EL PASO AP,31.8111
USH00412797,1957-02-28,1957,feb,28,tavg,14.93,EL PASO AP,31.8111
USH00412797,1957-03-31,1957,mar,31,tavg,14.63,EL PASO AP,31.8111
USH00412797,1957-04-30,1957,apr,30,tavg,17.6,EL PASO AP,31.8111
USH00412797,1957-05-31,1957,may,31,tavg,21.57,EL PASO AP,31.8111
USH00412797,1957-06-30,1957,jun,30,tavg,28.47,EL PASO AP,31.8111
USH00412797,1957-07-31,1957,jul,31,tavg,29.6,EL PASO AP,31.8111
USH00412797,1957-08-31,1957,aug,31,tavg,27.7,EL PASO AP,31.8111
USH00412797,1957-09-30,1957,sep,30,tavg,24.36,EL PASO AP,31.8111
USH00412797,1957-10-31,1957,oct,31,tavg,17.61,EL PASO AP,31.8111
USH00412797,1957-11-30,1957,nov,30,tavg,10.16,EL PASO AP,31.8111
USH00412797,1957-12-31,1957,dec,31,tavg,8.72,EL PASO AP,31.8111
USH00412797,1958-01-31,1958,jan,31,tavg,6.81,EL PASO AP,31.8111
USH00412797,1958-02-28,1958,feb,28,tavg,11.62,EL PASO AP,31.8111
USH00412797,1958-03-31,1958,mar,31,tavg,11.37,EL PASO AP,31.8111
USH00412797,1958-04-30,1958,apr,30,tavg,18.16,EL PASO AP,31.8111
USH00412797,1958-05-31,1958,may,31,tavg,24.17,EL PASO AP,31.8111
USH00412797,1958-06-30,1958,jun,30,tavg,29.35,EL PASO AP,31.8111
USH00412797,1958-07-31,1958,jul,31,tavg,29.91,EL PASO AP,31.8111
USH00412797,1958-08-31,1958,aug,31,tavg,28.88,EL PASO AP,31.8111
USH00412797,1958-09-30,1958,sep,30,tavg,24.27,EL PASO AP,31.8111
USH00412797,1958-10-31,1958,oct,31,tavg,17.04,EL PASO AP,31.8111
USH00412797,1958-11-30,1958,nov,30,tavg,12.45,EL PASO AP,31.8111
USH00412797,1958-12-31,1958,dec,31,tavg,9.12,EL PASO AP,31.8111
USH00412797,1959-01-31,1959,jan,31,tavg,9.19,EL PASO AP,31.8111
USH00412797,1959-02-28,1959,feb,28,tavg,10.23,EL PASO AP,31.8111
USH00412797,1959-03-31,1959,mar,31,tavg,12.66,EL PASO AP,31.8111
USH00412797,1959-04-30,1959,apr,30,tavg,19.45,EL PASO AP,31.8111
USH00412797,1959-05-31,1959,may,31,tavg,23.11,EL PASO AP,31.8111
USH00412797,1959-06-30,1959,jun,30,tavg,28.97,EL PASO AP,31.8111
USH00412797,1959-07-31,1959,jul,31,tavg,28.89,EL PASO AP,31.8111
USH00412797,1959-08-31,1959,aug,31,tavg,28.1,EL PASO AP,31.8111
USH00412797,1959-09-30,1959,sep,30,tavg,25.16,EL PASO AP,31.8111
USH00412797,1959-10-31,1959,oct,31,tavg,18.84,EL PASO AP,31.8111
USH00412797,1959-11-30,1959,nov,30,tavg,10.83,EL PASO AP,31.8111
USH00412797,1959-12-31,1959,dec,31,tavg,8.35,EL PASO AP,31.8111
USH00412797,1960-01-31,1960,jan,31,tavg,6.11,EL PASO AP,31.8111
USH00412797,1960-02-29,1960,feb,29,tavg,7.98,EL PASO AP,31.8111
USH00412797,1960-03-31,1960,mar,31,tavg,15.68,EL PASO AP,31.8111
USH00412797,1960-04-30,1960,apr,30,tavg,19.7,EL PASO AP,31.8111
USH00412797,1960-05-31,1960,may,31,tavg,23.06,EL PASO AP,31.8111
USH00412797,1960-06-30,1960,jun,30,tavg,29.7,EL PASO AP,31.8111
USH00412797,1960-07-31,1960,jul,31,tavg,28.17,EL PASO AP,31.8111
USH00412797,1960-08-31,1960,aug,31,tavg,28.54,EL PASO AP,31.8111
USH00412797,1960-09-30,1960,sep,30,tavg,24.97,EL PASO AP,31.8111
USH00412797,1960-10-31,1960,oct,31,tavg,18.25,EL PASO AP,31.8111
USH00412797,1960-11-30,1960,nov,30,tavg,12.34,EL PASO AP,31.8111
USH00412797,1960-12-31,1960,dec,31,tavg,4.52,EL PASO AP,31.8111
USH00412797,1961-01-31,1961,jan,31,tavg,5.76,EL PASO AP,31.8111
USH00412797,1961-02-28,1961,feb,28,tavg,9.58,EL PASO AP,31.8111
USH00412797,1961-03-31,1961,mar,31,tavg,14.23,EL PASO AP,31.8111
USH00412797,1961-04-30,1961,apr,30,tavg,18.58,EL PASO AP,31.8111
USH00412797,1961-05-31,1961,may,31,tavg,24.16,EL PASO AP,31.8111
USH00412797,1961-06-30,1961,jun,30,tavg,27.85,EL PASO AP,31.8111
USH00412797,1961-07-31,1961,jul,31,tavg,28.93,EL PASO AP,31.8111
USH00412797,1961-08-31,1961,aug,31,tavg,27.71,EL PASO AP,31.8111
USH00412797,1961-09-30,1961,sep,30,tavg,24.36,EL PASO AP,31.8111
USH00412797,1961-10-31,1961,oct,31,tavg,18.24,EL PASO AP,31.8111
USH00412797,1961-11-30,1961,nov,30,tavg,9.48,EL PASO AP,31.8111
USH00412797,1961-12-31,1961,dec,31,tavg,8.69,EL PASO AP,31.8111
USH00412797,1962-01-31,1962,jan,31,tavg,5.45,EL PASO AP,31.8111
USH00412797,1962-02-28,1962,feb,28,tavg,12.65,EL PASO AP,31.8111
USH00412797,1962-03-31,1962,mar,31,tavg,11.25,EL PASO AP,31.8111
USH00412797,1962-04-30,1962,apr,30,tavg,20.35,EL PASO AP,31.8111
USH00412797,1962-05-31,1962,may,31,tavg,24.13,EL PASO AP,31.8111
USH00412797,1962-06-30,1962,jun,30,tavg,27.43,EL PASO AP,31.8111
USH00412797,1962-07-31,1962,jul,31,tavg,28.14,EL PASO AP,31.8111
USH00412797,1962-08-31,1962,aug,31,tavg,29.62,EL PASO AP,31.8111
USH00412797,1962-09-30,1962,sep,30,tavg,24.0,EL PASO AP,31.8111
USH00412797,1962-10-31,1962,oct,31,tavg,19.03,EL PASO AP,31.8111
USH00412797,1962-11-30,1962,nov,30,tavg,12.78,EL PASO AP,31.8111
USH00412797,1962-12-31,1962,dec,31,tavg,8.11,EL PASO AP,31.8111
USH00412797,1963-01-31,1963,jan,31,tavg,5.46,EL PASO AP,31.8111
USH00412797,1963-02-28,1963,feb,28,tavg,10.25,EL PASO AP,31.8111
USH00412797,1963-03-31,1963,mar,31,tavg,14.25,EL PASO AP,31.8111
USH00412797,1963-04-30,1963,apr,30,tavg,19.88,EL PASO AP,31.8111
USH00412797,1963-05-31,1963,may,31,tavg,24.59,EL PASO AP,31.8111
USH00412797,1963-06-30,1963,jun,30,tavg,28.01,EL PASO AP,31.8111
USH00412797,1963-07-31,1963,jul,31,tavg,30.15,EL PASO AP,31.8111
USH00412797,1963-08-31,1963,aug,31,tavg,27.56,EL PASO AP,31.8111
USH00412797,1963-09-30,1963,sep,30,tavg,25.3,EL PASO AP,31.8111
USH00412797,1963-10-31,1963,oct,31,tavg,19.86,EL PASO AP,31.8111
USH00412797,1963-11-30,1963,nov,30,tavg,12.66,EL PASO AP,31.8111
USH00412797,1963-12-31,1963,dec,31,tavg,6.68,EL PASO AP,31.8111
USH00412797,1964-01-31,1964,jan,31,tavg,4.8,EL PASO AP,31.8111
USH00412797,1964-02-29,1964,feb,29,tavg,5.62,EL PASO AP,31.8111
USH00412797,1964-03-31,1964,mar,31,tavg,12.71,EL PASO AP,31.8111
USH00412797,1964-04-30,1964,apr,30,tavg,18.09,EL PASO AP,31.8111
USH00412797,1964-05-31,1964,may,31,tavg,24.01,EL PASO AP,31.8111
USH00412797,1964-06-30,1964,jun,30,tavg,28.23,EL PASO AP,31.8111
USH00412797,1964-07-31,1964,jul,31,tavg,29.9,EL PASO AP,31.8111
USH00412797,1964-08-31,1964,aug,31,tavg,28.84,EL PASO AP,31.8111
USH00412797,1964-09-30,1964,sep,30,tavg,24.73,EL PASO AP,31.8111
USH00412797,1964-10-31,1964,oct,31,tavg,18.18,EL PASO AP,31.8111
USH00412797,1964-11-30,1964,nov,30,tavg,11.71,EL PASO AP,31.8111
USH00412797,1964-12-31,1964,dec,31,tavg,7.41,EL PASO AP,31.8111
USH00412797,1965-01-31,1965,jan,31,tavg,9.62,EL PASO AP,31.8111
USH00412797,1965-02-28,1965,feb,28,tavg,8.93,EL PASO AP,31.8111
USH00412797,1965-03-31,1965,mar,31,tavg,11.93,EL PASO AP,31.8111
USH00412797,1965-04-30,1965,apr,30,tavg,19.23,EL PASO AP,31.8111
USH00412797,1965-05-31,1965,may,31,tavg,22.87,EL PASO AP,31.8111
USH00412797,1965-06-30,1965,jun,30,tavg,26.41,EL PASO AP,31.8111
USH00412797,1965-07-31,1965,jul,31,tavg,29.73,EL PASO AP,31.8111
USH00412797,1965-08-31,1965,aug,31,tavg,28.0,EL PASO AP,31.8111
USH00412797,1965-09-30,1965,sep,30,tavg,24.08,EL PASO AP,31.8111
USH00412797,1965-10-31,1965,oct,31,tavg,17.97,EL PASO AP,31.8111
USH00412797,1965-11-30,1965,nov,30,tavg,14.52,EL PASO AP,31.8111
USH00412797,1965-12-31,1965,dec,31,tavg,8.36,EL PASO AP,31.8111
USH00412797,1966-01-31,1966,jan,31,tavg,5.21,EL PASO AP,31.8111
USH00412797,1966-02-28,1966,feb,28,tavg,6.79,EL PASO AP,31.8111
USH00412797,1966-03-31,1966,mar,31,tavg,14.27,EL PASO AP,31.8111
USH00412797,1966-04-30,1966,apr,30,tavg,19.1,EL PASO AP,31.8111
USH00412797,1966-05-31,1966,may,31,tavg,24.31,EL PASO AP,31.8111
USH00412797,1966-06-30,1966,jun,30,tavg,27.13,EL PASO AP,31.8111
USH00412797,1966-07-31,1966,jul,31,tavg,29.42,EL PASO AP,31.8111
USH00412797,1966-08-31,1966,aug,31,tavg,26.72,EL PASO AP,31.8111
USH00412797,1966-09-30,1966,sep,30,tavg,23.72,EL PASO AP,31.8111
USH00412797,1966-10-31,1966,oct,31,tavg,17.47,EL PASO AP,31.8111
USH00412797,1966-11-30,1966,nov,30,tavg,13.25,EL PASO AP,31.8111
USH00412797,1966-12-31,1966,dec,31,tavg,6.49,EL PASO AP,31.8111
USH00412797,1967-01-31,1967,jan,31,tavg,6.08,EL PASO AP,31.8111
USH00412797,1967-02-28,1967,feb,28,tavg,9.66,EL PASO AP,31.8111
USH00412797,1967-03-31,1967,mar,31,tavg,16.07,EL PASO AP,31.8111
USH00412797,1967-04-30,1967,apr,30,tavg,19.1,EL PASO AP,31.8111
USH00412797,1967-05-31,1967,may,31,tavg,22.32,EL PASO AP,31.8111
USH00412797,1967-06-30,1967,jun,30,tavg,26.9,EL PASO AP,31.8111
USH00412797,1967-07-31,1967,jul,31,tavg,29.07,EL PASO AP,31.8111
USH00412797,1967-08-31,1967,aug,31,tavg,26.61,EL PASO AP,31.8111
USH00412797,1967-09-30,1967,sep,30,tavg,23.67,EL PASO AP,31.8111
USH00412797,1967-10-31,1967,oct,31,tavg,18.34,EL PASO AP,31.8111
USH00412797,1967-11-30,1967,nov,30,tavg,12.45,EL PASO AP,31.8111
USH00412797,1967-12-31,1967,dec,31,tavg,6.04,EL PASO AP,31.8111
USH00412797,1968-01-31,1968,jan,31,tavg,6.55,EL PASO AP,31.8111
USH00412797,1968-02-29,1968,feb,29,tavg,10.99,EL PASO AP,31.8111
USH00412797,1968-03-31,1968,mar,31,tavg,12.37,EL PASO AP,31.8111
USH00412797,1968-04-30,1968,apr,30,tavg,17.04,EL PASO AP,31.8111
USH00412797,1968-05-31,1968,may,31,tavg,23.49,EL PASO AP,31.8111
USH00412797,1968-06-30,1968,jun,30,tavg,27.97,EL PASO AP,31.8111
USH00412797,1968-07-31,1968,jul,31,tavg,26.91,EL PASO AP,31.8111
USH00412797,1968-08-31,1968,aug,31,tavg,25.46,EL PASO AP,31.8111
USH00412797,1968-09-30,1968,sep,30,tavg,23.18,EL PASO AP,31.8111
USH00412797,1968-10-31,1968,oct,31,tavg,19.06,EL PASO AP,31.8111
USH00412797,1968-11-30,1968,nov,30,tavg,11.3,EL PASO AP,31.8111
USH00412797,1968-12-31,1968,dec,31,tavg,5.9,EL PASO AP,31.8111
USH00412797,1969-01-31,1969,jan,31,tavg,9.96,EL PASO AP,31.8111
USH00412797,1969-02-28,1969,feb,28,tavg,9.83,EL PASO AP,31.8111
USH00412797,1969-03-31,1969,mar,31,tavg,10.41,EL PASO AP,31.8111
USH00412797,1969-04-30,1969,apr,30,tavg,19.49,EL PASO AP,31.8111
USH00412797,1969-05-31,1969,may,31,tavg,22.67,EL PASO AP,31.8111
USH00412797,1969-06-30,1969,jun,30,tavg,27.86,EL PASO AP,31.8111
USH00412797,1969-07-31,1969,jul,31,tavg,29.43,EL PASO AP,31.8111
USH00412797,1969-08-31,1969,aug,31,tavg,29.43,EL PASO AP,31.8111
USH00412797,1969-09-30,1969,sep,30,tavg,25.03,EL PASO AP,31.8111
USH00412797,1969-10-31,1969,oct,31,tavg,18.97,EL PASO AP,31.8111
USH00412797,1969-11-30,1969,nov,30,tavg,11.15,EL PASO AP,31.8111
USH00412797,1969-12-31,1969,dec,31,tavg,9.05,EL PASO AP,31.8111
USH00412797,1970-01-31,1970,jan,31,tavg,8.0,EL PASO AP,31.8111
USH00412797,1970-02-28,1970,feb,28,tavg,10.74,EL PASO AP,31.8111
USH00412797,1970-03-31,1970,mar,31,tavg,12.78,EL PASO AP,31.8111
USH00412797,1970-04-30,1970,apr,30,tavg,17.02,EL PASO AP,31.8111
USH00412797,1970-05-31,1970,may,31,tavg,22.71,EL PASO AP,31.8111
USH00412797,1970-06-30,1970,jun,30,tavg,26.88,EL PASO AP,31.8111
USH00412797,1970-07-31,1970,jul,31,tavg,28.58,EL PASO AP,31.8111
USH00412797,1970-08-31,1970,aug,31,tavg,27.81,EL PASO AP,31.8111
USH00412797,1970-09-30,1970,sep,30,tavg,23.81,EL PASO AP,31.8111
USH00412797,1970-10-31,1970,oct,31,tavg,15.67,EL PASO AP,31.8111
USH00412797,1970-11-30,1970,nov,30,tavg,11.43,EL PASO AP,31.8111
USH00412797,1970-12-31,1970,dec,31,tavg,9.28,EL PASO AP,31.8111
USH00412797,1971-01-31,1971,jan,31,tavg,7.39,EL PASO AP,31.8111
USH00412797,1971-02-28,1971,feb,28,tavg,9.52,EL PASO AP,31.8111
USH00412797,1971-03-31,1971,mar,31,tavg,14.89,EL PASO AP,31.8111
USH00412797,1971-04-30,1971,apr,30,tavg,17.36,EL PASO AP,31.8111
USH00412797,1971-05-31,1971,may,31,tavg,22.68,EL PASO AP,31.8111
USH00412797,1971-06-30,1971,jun,30,tavg,27.66,EL PASO AP,31.8111
USH00412797,1971-07-31,1971,jul,31,tavg,28.33,EL PASO AP,31.8111
USH00412797,1971-08-31,1971,aug,31,tavg,25.35,EL PASO AP,31.8111
USH00412797,1971-09-30,1971,sep,30,tavg,23.43,EL PASO AP,31.8111
USH00412797,1971-10-31,1971,oct,31,tavg,17.33,EL PASO AP,31.8111
USH00412797,1971-11-30,1971,nov,30,tavg,11.52,EL PASO AP,31.8111
USH00412797,1971-12-31,1971,dec,31,tavg,7.42,EL PASO AP,31.8111
USH00412797,1972-01-31,1972,jan,31,tavg,7.74,EL PASO AP,31.8111
USH00412797,1972-02-29,1972,feb,29,tavg,11.66,EL PASO AP,31.8111
USH00412797,1972-03-31,1972,mar,31,tavg,16.6,EL PASO AP,31.8111
USH00412797,1972-04-30,1972,apr,30,tavg,18.81,EL PASO AP,31.8111
USH00412797,1972-05-31,1972,may,31,tavg,21.4,EL PASO AP,31.8111
USH00412797,1972-06-30,1972,jun,30,tavg,26.09,EL PASO AP,31.8111
USH00412797,1972-07-31,1972,jul,31,tavg,28.29,EL PASO AP,31.8111
USH00412797,1972-08-31,1972,aug,31,tavg,25.74,EL PASO AP,31.8111
USH00412797,1972-09-30,1972,sep,30,tavg,23.1,EL PASO AP,31.8111
USH00412797,1972-10-31,1972,oct,31,tavg,19.13,EL PASO AP,31.8111
USH00412797,1972-11-30,1972,nov,30,tavg,9.7,EL PASO AP,31.8111
USH00412797,1972-12-31,1972,dec,31,tavg,8.51,EL PASO AP,31.8111
USH00412797,1973-01-31,1973,jan,31,tavg,6.44,EL PASO AP,31.8111
USH00412797,1973-02-28,1973,feb,28,tavg,8.69,EL PASO AP,31.8111
USH00412797,1973-03-31,1973,mar,31,tavg,11.71,EL PASO AP,31.8111
USH00412797,1973-04-30,1973,apr,30,tavg,15.09,EL PASO AP,31.8111
USH00412797,1973-05-31,1973,may,31,tavg,21.24,EL PASO AP,31.8111
USH00412797,1973-06-30,1973,jun,30,tavg,25.62,EL PASO AP,31.8111
USH00412797,1973-07-31,1973,jul,31,tavg,27.3,EL PASO AP,31.8111
USH00412797,1973-08-31,1973,aug,31,tavg,27.05,EL PASO AP,31.8111
USH00412797,1973-09-30,1973,sep,30,tavg,25.26,EL PASO AP,31.8111
USH00412797,1973-10-31,1973,oct,31,tavg,18.22,EL PASO AP,31.8111
USH00412797,1973-11-30,1973,nov,30,tavg,12.94,EL PASO AP,31.8111
USH00412797,1973-12-31,1973,dec,31,tavg,8.46,EL PASO AP,31.8111
USH00412797,1974-01-31,1974,jan,31,tavg,7.68,EL PASO AP,31.8111
USH00412797,1974-02-28,1974,feb,28,tavg,7.93,EL PASO AP,31.8111
USH00412797,1974-03-31,1974,mar,31,tavg,16.15,EL PASO AP,31.8111
USH00412797,1974-04-30,1974,apr,30,tavg,19.14,EL PASO AP,31.8111
USH00412797,1974-05-31,1974,may,31,tavg,25.07,EL PASO AP,31.8111
USH00412797,1974-06-30,1974,jun,30,tavg,29.05,EL PASO AP,31.8111
USH00412797,1974-07-31,1974,jul,31,tavg,27.28,EL PASO AP,31.8111
USH00412797,1974-08-31,1974,aug,31,tavg,25.83,EL PASO AP,31.8111
USH00412797,1974-09-30,1974,sep,30,tavg,21.61,EL PASO AP,31.8111
USH00412797,1974-10-31,1974,oct,31,tavg,18.07,EL PASO AP,31.8111
USH00412797,1974-11-30,1974,nov,30,tavg,10.82,EL PASO AP,31.8111
USH00412797,1974-12-31,1974,dec,31,tavg,5.99,EL PASO AP,31.8111
USH00412797,1975-01-31,1975,jan,31,tavg,6.98,EL PASO AP,31.8111
USH00412797,1975-02-28,1975,feb,28,tavg,10.2,EL PASO AP,31.8111
USH00412797,1975-03-31,1975,mar,31,tavg,13.44,EL PASO AP,31.8111
USH00412797,1975-04-30,1975,apr,30,tavg,16.26,EL PASO AP,31.8111
USH00412797,1975-05-31,1975,may,31,tavg,21.85,EL PASO AP,31.8111
USH00412797,1975-06-30,1975,jun,30,tavg,27.99,EL PASO AP,31.8111
USH00412797,1975-07-31,1975,jul,31,tavg,27.4,EL PASO AP,31.8111
USH00412797,1975-08-31,1975,aug,31,tavg,28.01,EL PASO AP,31.8111
USH00412797,1975-09-30,1975,sep,30,tavg,23.16,EL PASO AP,31.8111
USH00412797,1975-10-31,1975,oct,31,tavg,18.61,EL PASO AP,31.8111
USH00412797,1975-11-30,1975,nov,30,tavg,11.65,EL PASO AP,31.8111
USH00412797,1975-12-31,1975,dec,31,tavg,7.59,EL PASO AP,31.8111
USH00412797,1976-01-31,1976,jan,31,tavg,6.54,EL PASO AP,31.8111
USH00412797,1976-02-29,1976,feb,29,tavg,12.29,EL PASO AP,31.8111
USH00412797,1976-03-31,1976,mar,31,tavg,14.11,EL PASO AP,31.8111
USH00412797,1976-04-30,1976,apr,30,tavg,18.67,EL PASO AP,31.8111
USH00412797,1976-05-31,1976,may,31,tavg,21.63,EL PASO AP,31.8111
USH00412797,1976-06-30,1976,jun,30,tavg,27.17,EL PASO AP,31.8111
USH00412797,1976-07-31,1976,jul,31,tavg,26.5,EL PASO AP,31.8111
USH00412797,1976-08-31,1976,aug,31,tavg,26.81,EL PASO AP,31.8111
USH00412797,1976-09-30,1976,sep,30,tavg,22.23,EL PASO AP,31.8111
USH00412797,1976-10-31,1976,oct,31,tavg,15.57,EL PASO AP,31.8111
USH00412797,1976-11-30,1976,nov,30,tavg,7.92,EL PASO AP,31.8111
USH00412797,1976-12-31,1976,dec,31,tavg,6.32,EL PASO AP,31.8111
USH00412797,1977-01-31,1977,jan,31,tavg,7.9,EL PASO AP,31.8111
USH00412797,1977-02-28,1977,feb,28,tavg,9.31,EL PASO AP,31.8111
USH00412797,1977-03-31,1977,mar,31,tavg,11.31,EL PASO AP,31.8111
USH00412797,1977-04-30,1977,apr,30,tavg,17.24,EL PASO AP,31.8111
USH00412797,1977-05-31,1977,may,31,tavg,22.34,EL PASO AP,31.8111
USH00412797,1977-06-30,1977,jun,30,tavg,28.32,EL PASO AP,31.8111
USH00412797,1977-07-31,1977,jul,31,tavg,28.7,EL PASO AP,31.8111
USH00412797,1977-08-31,1977,aug,31,tavg,28.52,EL PASO AP,31.8111
USH00412797,1977-09-30,1977,sep,30,tavg,26.11,EL PASO AP,31.8111
USH00412797,1977-10-31,1977,oct,31,tavg,18.34,EL PASO AP,31.8111
USH00412797,1977-11-30,1977,nov,30,tavg,12.35,EL PASO AP,31.8111
USH00412797,1977-12-31,1977,dec,31,tavg,10.01,EL PASO AP,31.8111
USH00412797,1978-01-31,1978,jan,31,tavg,7.26,EL PASO AP,31.8111
USH00412797,1978-02-28,1978,feb,28,tavg,9.12,EL PASO AP,31.8111
USH00412797,1978-03-31,1978,mar,31,tavg,15.21,EL PASO AP,31.8111
USH00412797,1978-04-30,1978,apr,30,tavg,18.98,EL PASO AP,31.8111
USH00412797,1978-05-31,1978,may,31,tavg,23.27,EL PASO AP,31.8111
USH00412797,1978-06-30,1978,jun,30,tavg,29.12,EL PASO AP,31.8111
USH00412797,1978-07-31,1978,jul,31,tavg,29.13,EL PASO AP,31.8111
USH00412797,1978-08-31,1978,aug,31,tavg,26.84,EL PASO AP,31.8111
USH00412797,1978-09-30,1978,sep,30,tavg,22.71,EL PASO AP,31.8111
USH00412797,1978-10-31,1978,oct,31,tavg,18.12,EL PASO AP,31.8111
USH00412797,1978-11-30,1978,nov,30,tavg,13.79,EL PASO AP,31.8111
USH00412797,1978-12-31,1978,dec,31,tavg,7.56,EL PASO AP,31.8111
USH00412797,1979-01-31,1979,jan,31,tavg,5.58,EL PASO AP,31.8111
USH00412797,1979-02-28,1979,feb,28,tavg,8.93,EL PASO AP,31.8111
USH00412797,1979-03-31,1979,mar,31,tavg,12.28,EL PASO AP,31.8111
USH00412797,1979-04-30,1979,apr,30,tavg,18.13,EL PASO AP,31.8111
USH00412797,1979-05-31,1979,may,31,tavg,21.7,EL PASO AP,31.8111
USH00412797,1979-06-30,1979,jun,30,tavg,26.36,EL PASO AP,31.8111
USH00412797,1979-07-31,1979,jul,31,tavg,30.03,EL PASO AP,31.8111
USH00412797,1979-08-31,1979,aug,31,tavg,26.52,EL PASO AP,31.8111
USH00412797,1979-09-30,1979,sep,30,tavg,24.01,EL PASO AP,31.8111
USH00412797,1979-10-31,1979,oct,31,tavg,19.54,EL PASO AP,31.8111
USH00412797,1979-11-30,1979,nov,30,tavg,9.39,EL PASO AP,31.8111
USH00412797,1979-12-31,1979,dec,31,tavg,6.75,EL PASO AP,31.8111
USH00412797,1980-01-31,1980,jan,31,tavg,8.81,EL PASO AP,31.8111
USH00412797,1980-02-29,1980,feb,29,tavg,10.92,EL PASO AP,31.8111
USH00412797,1980-03-31,1980,mar,31,tavg,12.85,EL PASO AP,31.8111
USH00412797,1980-04-30,1980,apr,30,tavg,16.48,EL PASO AP,31.8111
USH00412797,1980-05-31,1980,may,31,tavg,21.97,EL PASO AP,31.8111
USH00412797,1980-06-30,1980,jun,30,tavg,30.7,EL PASO AP,31.8111
USH00412797,1980-07-31,1980,jul,31,tavg,31.2,EL PASO AP,31.8111
USH00412797,1980-08-31,1980,aug,31,tavg,28.55,EL PASO AP,31.8111
USH00412797,1980-09-30,1980,sep,30,tavg,24.77,EL PASO AP,31.8111
USH00412797,1980-10-31,1980,oct,31,tavg,16.24,EL PASO AP,31.8111
USH00412797,1980-11-30,1980,nov,30,tavg,10.1,EL PASO AP,31.8111
USH00412797,1980-12-31,1980,dec,31,tavg,9.68,EL PASO AP,31.8111
USH00412797,1981-01-31,1981,jan,31,tavg,7.9,EL PASO AP,31.8111
USH00412797,1981-02-28,1981,feb,28,tavg,10.73,EL PASO AP,31.8111
USH00412797,1981-03-31,1981,mar,31,tavg,14.58,EL PASO AP,31.8111
USH00412797,1981-04-30,1981,apr,30,tavg,18.79,EL PASO AP,31.8111
USH00412797,1981-05-31,1981,may,31,tavg,23.66,EL PASO AP,31.8111
USH00412797,1981-06-30,1981,jun,30,tavg,28.67,EL PASO AP,31.8111
USH00412797,1981-07-31,1981,jul,31,tavg,29.24,EL PASO AP,31.8111
USH00412797,1981-08-31,1981,aug,31,tavg,26.94,EL PASO AP,31.8111
USH00412797,1981-09-30,1981,sep,30,tavg,24.92,EL PASO AP,31.8111
USH00412797,1981-10-31,1981,oct,31,tavg,18.69,EL PASO AP,31.8111
USH00412797,1981-11-30,1981,nov,30,tavg,12.94,EL PASO AP,31.8111
USH00412797,1981-12-31,1981,dec,31,tavg,9.84,EL PASO AP,31.8111
USH00412797,1982-01-31,1982,jan,31,tavg,6.29,EL PASO AP,31.8111
USH00412797,1982-02-28,1982,feb,28,tavg,9.85,EL PASO AP,31.8111
USH00412797,1982-03-31,1982,mar,31,tavg,14.8,EL PASO AP,31.8111
USH00412797,1982-04-30,1982,apr,30,tavg,18.54,EL PASO AP,31.8111
USH00412797,1982-05-31,1982,may,31,tavg,21.47,EL PASO AP,31.8111
USH00412797,1982-06-30,1982,jun,30,tavg,27.73,EL PASO AP,31.8111
